id,geo_point_2d,secteur,commune,antenne_mairie,adresse,perimetre_pave,type_dechet_code,type_dechet,type_conteneur_code,type_conteneur,volume_m3,marque,modele,modele_info_sup,type_avaloir,type_collecteur,nom_collecteur,etat,etat_info_sup,date_info_etat,date_instal_conteneur_sup,type_installation,date_renouvellement_materiel,x_longitude,y_latitude
1306,"45.14366,5.70822",Sud,Echirolles,,Rue Jean-Pierre Timbaud / Rue d'Oran,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,Sale,Citec_Cyclea_2.5_A_c,,2018-11-13,Nouveau site de collecte,,5.708216,45.143656
78,"45.14272,5.71604",Sud,Echirolles,,Rue Missak Manouchian / Avenue du 8 Mai 1945 / Parking de l'Allée Pasteur,,VER,verre,CA,aérien,3.0,EcoVert,Inconnu,,,Prestataire,Lely,Sale,EcoVert_Inconnu_3_A_c,,,,,5.716037,45.142724
80,"45.13971,5.71638",Sud,Echirolles,,Rue Nicéphore Niépce / Rue Albert Einstein,,VER,verre,CE,enterré,3.0,Citec,,,,Prestataire,Lely,Sale,Citec_Cyclea_3_E_c,,,,,5.716379,45.139709
92,"45.14813,5.71271",Sud,Echirolles,,Rue Paul Héroult / Rue Georges Méliès / W33,,VER,verre,CA,aérien,3.0,-,,,,Prestataire,Lely,Sale,-__3_E_c,,,,,5.712711,45.148128
1087,"45.16277,5.75784",Nord-Est,Saint Martin d'Hères,,14 Rue du Pré Blanchet / ZI Sud,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,,,Prestataire,Lely,Bon,UTPM_Ecobox_3_A_c,,2014-03,,,5.757839,45.162771
1166,"45.07061,5.76113",Grand-Sud,Notre Dame de Mésage,,Le Moulin / Rue du Moulin / Route D 101 (Pont Pasteur),,VER,verre,CA,aérien,3.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,SNNECO_Eco-DI_3_A_k,,,,,5.761134,45.070605
1180,"45.05452,5.82719",Grand-Sud,Séchilienne,,Le Grand Serre (lotissement),,VER,verre,CA,aérien,3.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,SNNECO_Eco-DI_3_A_k,,,,,5.827189,45.054515
1243,"45.15104,5.68066",Nord-Ouest,Seyssins,,Avenue Louis Vicat (vers rond-point Avenue de Claix),,VER,verre,CE,enterré,4.0,Citec,,,,Prestataire,Lely,Sale,Citec__4_E_k,,,,,5.680659,45.151038
1250,"45.15342,5.69787",Sud,Echirolles,,1 Rue des Montagnes de Lans (Restaurant La Tables des Pirates) / Espace Comboire,,VER,verre,CA,aérien,4.0,UTPM,Ecobox,,,Prestataire,Lely,Sale,UTPM_Ecobox_4_A_c,,2016-08-03,,,5.697867,45.15342
137,"45.14775,5.75143",Sud,Eybens,,Place du 11 novembre 1918 (Place du Bourg),,VER,verre,CA,aérien,4.2,Citec,Cyclea Max,,,Prestataire,Lely,Bon,Citec_Cyclea Max_4.2_A_c,,,,,5.751433,45.147747
1276,"44.98951,5.62302",Grand-Sud,Le Gua,,Route Départementale 8 / La Pierre / Parking à 100m en contrebas après hameau,,VER,verre,CA,aérien,4.0,-,,,,Prestataire,Lely,Bon,__4_A_,,2018-03,Colonne installée en novembre 2017 mais intégrée dans la BDD en mars 2018 (comptabilisée dans reporting 2018),,5.62302,44.989515
158,"45.14935,5.74168",Sud,Eybens,,Rue Pierre Mendès France (vers rond-point parc activités et quartier des Ruires,,VER,verre,CA,aérien,4.2,Citec,Cyclea Max,,,Prestataire,Lely,Bon,Citec_Cyclea Max_4.2_A_c,,,,,5.741678,45.149349
2024,"45.11407,5.78628",Sud,Brié et Angonnes,,Caserne Pompiers / Route d'Uriage / Chemin des Broux,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.786286,45.114059
5019,"45.17146,5.74361",Nord-Est,Grenoble,5,5 Rue Gaston Letonnelier,Teisseire,OMR,ordures ménagères résiduelles,CE,enterré,3.0,Bammens,,,double tambour,Régie,Métro,Bon,,2018-06,,,,5.743606,45.171461
5037,"45.17051,5.74132",Nord-Est,Grenoble,5,7 Rue Louis Jacquemet,Teisseire,CS,collecte sélective,CE,enterré,3.0,Bammens,,,,Régie,Métro,Usé,,,,,,5.741317,45.170508
5036,"45.1705,5.74134",Nord-Est,Grenoble,5,7 Rue Louis Jacquemet,Teisseire,OMR,ordures ménagères résiduelles,CE,enterré,3.0,Bammens,,,double tambour,Régie,Métro,Bon,,2018-06,,,,5.741343,45.170501
5035,"45.17055,5.74361",Nord-Est,Grenoble,5,9 Rue René Fernandat,Teisseire,CS,collecte sélective,CE,enterré,4.0,Citec,,,,Régie,Métro,Bon,,,,,,5.743611,45.170548
5017,"45.17858,5.74559",Nord-Est,Grenoble,5,Place Laurent Bonnevay,Abbaye,OMR,ordures ménagères résiduelles,CE,enterré,3.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,,,,5.745593,45.178576
5018,"45.17855,5.7456",Nord-Est,Grenoble,5,Place Laurent Bonnevay,Abbaye,OMR,ordures ménagères résiduelles,CE,enterré,3.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,,,,5.745596,45.178554
300,"45.175,5.70847",Nord-Ouest,Grenoble,3,Rue des Eaux Claires / Rue Henri Dunant / Mairie annexe,,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria 4m3 Kinshofer V1917A,,Régie,Métro,Bon,Citec_Cyclea_3_A_c,,,,2018-11-08,5.708474,45.175
5357,"45.16982,5.73408",Nord-Est,Grenoble,5,Rue Gérard Philippe (face n° 22) / Place Charles Dullin Sud,Malherbe,OMR,ordures ménagères résiduelles,CE,enterré,5.0,V-Consyst,?,,double tambour,Régie,Métro,Bon,,2018-06,2016-12,,,5.734081,45.169817
5358,"45.16978,5.73408",Nord-Est,Grenoble,5,Rue Gérard Philippe (face n° 22) / Place Charles Dullin Sud,Malherbe,OMR,ordures ménagères résiduelles,CE,enterré,5.0,V-Consyst,?,,double tambour,Régie,Métro,Bon,,2018-06,2016-12,,,5.734079,45.169783
5359,"45.16975,5.73408",Nord-Est,Grenoble,5,Rue Gérard Philippe (face n° 22) / Place Charles Dullin Sud,Malherbe,OMR,ordures ménagères résiduelles,CE,enterré,5.0,V-Consyst,?,,double tambour,Régie,Métro,Bon,,2018-06,2016-12,,,5.73408,45.169748
5360,"45.16971,5.73408",Nord-Est,Grenoble,5,Rue Gérard Philippe (face n° 22) / Place Charles Dullin Sud,Malherbe,OMR,ordures ménagères résiduelles,CE,enterré,5.0,V-Consyst,?,,double tambour,Régie,Métro,Bon,,2018-06,2016-12,,,5.73408,45.169714
5351,"45.17157,5.73427",Nord-Est,Grenoble,5,Rue Paul Claudel / Rue Gérard Philippe / Place Charles Dullin Nord,Malherbe,OMR,ordures ménagères résiduelles,CE,enterré,5.0,V-Consyst,?,,double tambour,Régie,Métro,Bon,,2018-06,2016-12,,,5.734273,45.171568
5352,"45.17153,5.73427",Nord-Est,Grenoble,5,Rue Paul Claudel / Rue Gérard Philippe / Place Charles Dullin Nord,Malherbe,OMR,ordures ménagères résiduelles,CE,enterré,5.0,V-Consyst,?,,double tambour,Régie,Métro,Bon,,2018-06,2016-12,,,5.734271,45.171532
1159,"45.09459,5.76501",Grand-Sud,Montchaboud,,Entrée village / Route du Village,,VER,verre,CE,enterré,0.0,Villiger,?,,,Prestataire,Lely,Bon,Villiger__0_E_k,,,,,5.765012,45.094589
2021,"45.13921,5.77714",Sud,Brié et Angonnes,,Les Angonnes / Chapelle / 889 Route des Angonnes,,PAP,papier,CE,enterré,4.0,Citec,?,,,Prestataire,Lely,Usé,,,,,,5.77712,45.1392
2019,"45.13686,5.76874",Sud,Brié et Angonnes,,Parking Souveyron / Route de Montavie / Chemin de la Léchère,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,Type bois,,Prestataire,Lely,Sale,,,,,,5.770505,45.134282
140,"45.14976,5.75263",Sud,Eybens,,Salle des fêtes (parking) / Rue du Chatêau / Rue Jean Macé,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,,5.752631,45.149763
2061,"45.08937,5.74108",Grand-Sud,Jarrie,,Ateliers municipaux (Basse Jarrie) - accès livraisons / 423 Rue du Moulin,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.741084,45.089374
2050,"45.11269,5.76634",Grand-Sud,Jarrie,,Cimetière (Haute Jarrie) / 789 Route de l'Eglise,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.766341,45.11269
2053,"45.10668,5.75025",Grand-Sud,Jarrie,,Ecole des Chaberts / Rue de la Pierre du Perron (accès par Place du 11 Novembre 1918),,PAP,papier,CA,aérien,1.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.750248,45.10668
2070,"45.07062,5.76112",Grand-Sud,Notre Dame de Mésage,,Le Moulin / Rue du Moulin / Route D 101 (Pont Pasteur),,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.761134,45.070605
2072,"45.0381,5.80958",Grand-Sud,Saint Barthélémy de Séchilienne,,Le Sapey (entrée hameau) / Accès par commune de Laffrey,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.809584,45.038102
2071,"45.04464,5.82551",Grand-Sud,Saint Barthélémy de Séchilienne,,Village (pont) / Les Ruines,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.825513,45.044622
2006,"45.23701,5.73178",Nord-Ouest,Quaix en Chartreuse,,L'Aragnat / Route du Sappey,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.73163,45.237147
2056,"45.0986,5.74664",Grand-Sud,Jarrie,,Collège (Clos Jouvin) / 511 Avenue Général Delestraint,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.746676,45.098583
2125,"45.11346,5.80636",Grand-Sud,Vaulnaveys le Bas,,Ozanam / 200 Avenue des Vaulnaveys (colonne à l'intérieur de la propriété - à droite dans la cour depuis entrée principale),,PAP,papier,CA,aérien,4.0,STCM,Polytri,STCM 4m3,,Prestataire,Lely,Bon,,,,,2017-09-15,5.806386,45.113409
2093,"45.12179,5.82872",Grand-Sud,Vaulnaveys le Haut,,Belmont / 1650-1750 Route de Prémol / Chemin de la Chapelle,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,Type bois,,Prestataire,Lely,Sale,,,,,,5.828747,45.121792
2096,"45.11969,5.8094",Grand-Sud,Vaulnaveys le Haut,,Champ de Foire / Salle polyvalente / Bibliothèque / Impasse du Champ de Foire,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,Type bois,,Prestataire,Lely,Sale,,,,,,5.809423,45.1197
2124,"45.0476,5.68653",Grand-Sud,Vif,,Déchèterie / Avenue de la Gare (Route D63),,PAP,papier,CA,aérien,4.0,UTPM,Ecobox,,,Prestataire,Lely,Bon,,,avril 2015,,,5.686525,45.047598
3033,"45.08473,5.72948",Grand-Sud,Champ sur Drac,,La Chêneraie (parking) / Allée de la Chêneraie,,CS,collecte sélective,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.729476,45.084735
3061,"45.08937,5.74108",Grand-Sud,Jarrie,,Ateliers municipaux (Basse Jarrie) - accès livraisons / 423 Rue du Moulin,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI/Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.741084,45.089374
3062,"45.0883,5.74162",Grand-Sud,Jarrie,,Ecole maternelle Victor Pignat (Basse Jarrie) - parking école / Rue Georges Vivier,,EMB,emballages,CA,aérien,1.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.74162,45.088302
3027,"45.10909,5.72707",Grand-Sud,Champagnier,,Place de l'Ecole (parking),,EMB,emballages,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Sale,,,,,????-??-??,5.727065,45.109087
3081,"45.05308,5.76436",Grand-Sud,Saint Pierre de Mésage,,Chavance / Mairie / Rue de la Chavance (parking en début de rue),,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.764363,45.053076
3082,"45.05749,5.76718",Grand-Sud,Saint Pierre de Mésage,,Le Pont / Parking / 203 Rue du Pont (parking en bout d'impasse),,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.767176,45.05749
3080,"45.05335,5.76046",Grand-Sud,Saint Pierre de Mésage,,Les Peyrauds / Rue de l'Oratoire / Montée de la Rhine,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.760455,45.053355
3097,"45.11967,5.80938",Grand-Sud,Vaulnaveys le Haut,,Champ de Foire / Salle polyvalente / Bibliothèque / Impasse du Champ de Foire,,EMB,emballages,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.809377,45.119669
3101,"45.0866,5.77021",Grand-Sud,Vizille,,Camping Le Bois de Cornage / 110 Chemin du Camping,,EMB,emballages,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.770212,45.086597
3134,"45.12206,5.80428",Grand-Sud,Vaulnaveys le Haut,,Déchèterie / Mas des Bessins / Route D5E,,EMB,emballages,CA,aérien,0.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,2016-01-XX,Colonne Emballages supplémentaire ajoutée en janvier 2016,,5.804281,45.122058
3123,"45.05797,5.76949",Grand-Sud,Vizille,,Ancienne Place du Marché (Péage de Vizille) / 175-213 Rue du Maquis de l'Oisans,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.769486,45.057972
3125,"45.05292,5.77793",Grand-Sud,Vizille,,Le Grand Trou (Péage de Vizille) / 1108 Rue du Maquis de l'Oisans (RD 1091),,EMB,emballages,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.77793,45.05292
3150,"45.10969,5.72633",Grand-Sud,Champagnier,,Espace 4 Vents (accès cuisines) / 3 Chemin du Gal,,EMB,emballages,CA,aérien,3.0,STCM,Polytri,,,Prestataire,Lely,Bon,,,2018-02-22,Colonne Emballages supplémentaire sur site pré-existant,,5.726328,45.109691
3138,"45.10912,5.72705",Grand-Sud,Champagnier,,Place de l'Ecole (parking),,EMB,emballages,CA,aérien,4.0,STCM,Polytri,Trappe coulissante,,Prestataire,Lely,Sale,,,2016-09-07,Colonne Emballages supplémentaire sur site pré-existant,,5.72705,45.109115
3142,"45.11386,5.72853",Grand-Sud,Champagnier,,Place du Lacca,,EMB,emballages,CA,aérien,0.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,2016-11-XX,Installation colonne aérienne emballage en plus de la colonne enterrée existante,,5.728531,45.11386
3147,"45.07065,5.76109",Grand-Sud,Notre Dame de Mésage,,Le Moulin / Rue du Moulin / Route D 101 (Pont Pasteur),,EMB,emballages,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Sale,,,2017-07,Colonne Emballages supplémentaire,,5.761094,45.070655
3145,"45.0661,5.76054",Grand-Sud,Notre Dame de Mésage,,Tennis Club / 1160 Route de la Commanderie / Route D101,,EMB,emballages,CA,aérien,4.0,STCM,Polytri,,,Prestataire,Lely,Bon,,,2017-printemps,Colonne Emballages supplémentaire,,5.760545,45.066101
3133,"45.13847,5.79272",Sud,Herbeys,,Cimetière / Chemin du Villard / Impasse du Cimetière du Bourg,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,2015-11-XX,,,5.79272,45.138473
3043,"45.14225,5.79287",Sud,Herbeys,,Stade / Tennis / Route de la Côte / Impasse des terrains de sport,,EMB,emballages,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.792867,45.142245
267,"45.18513,5.71821",Nord-Est,Grenoble,2,75 Cours Jean Jaurès,,VER,verre,CE,enterré,4.0,Quadria,Linéance,,,Régie,Métro,Bon,Citec__4_E_,,,,,5.718205,45.185133
3128,"45.14224,5.79285",Sud,Herbeys,,Stade / Tennis / Route de la Côte / Impasse des terrains de sport,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,2015-06-24,Colonne Emballages supplémentaire ajoutée le 24 juin 2015,,5.792853,45.142242
3132,"45.14224,5.79284",Sud,Herbeys,,Stade / Tennis / Route de la Côte / Impasse des terrains de sport,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,2015-11-XX,Colonne Emballages supplémentaire ajoutée le 24 juin 2015,,5.792838,45.142238
1254,"45.15774,5.76421",Sud,Poisat,,Prémol (terminus bus) / 23-27 Avenue Pierre Mendès France / Place du 19 Mars 1962,,VER,verre,CA,aérien,3.0,Citec,Islea,,,Prestataire,Lely,Bon,Citec_Islea_3_A_c,,2017-06-14,,,5.764208,45.157744
3170,"45.26012,5.7781",Nord-Est,Le Sappey en Chartreuse,,Cimetière / Route de la Charmette,,EMB,emballages,CA,aérien,4.0,Biloba,Ecobois Neo,,,Prestataire,Lely,,,,2019-05-28,Ajout d'un conteneur sur site existant permettant la collecte d'un type de déchet (emballages),,5.7781034151106,45.260121295059
712,"45.16117,5.75942",Sud,Poisat,,Rue Hector Berlioz / Rue Jean Philippe Rameau,,VER,verre,CA,aérien,3.0,Plastic Omnium,Citybulle,,,Prestataire,Lely,Bon,Plastic Omnium_CityBulle_3_A_c,,,,,5.759416,45.161174
4041,"45.261,5.77717",Nord-Est,Le Sappey en Chartreuse,,Ancienne Poste / Route du Col de Porte (Route D512),,OMR,ordures ménagères résiduelles,CA,aérien,4.0,Plastic Omnium,Citybulle,,trappe,Prestataire,Lely,Bon,,2018-06,2015-06,,,5.777173,45.261001
523,"45.20262,5.73566",Nord-Est,La Tronche,,3 Rue de l'Isère,,VER,verre,CSE,semi-enterré,4.0,Plastic Omnium,Semimax Cube,,,Prestataire,Lely,Bon,Plastic Omnium_Semimax Cube_4_SE_k,,,,2017-05-19,5.735658,45.202616
384,"45.16714,5.73884",Nord-Est,Grenoble,5,Avenue de La Bruyère / Square La Bruyère / Rue Nicolas Boileau,,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Régie,Métro,Sale,Citec_Cyclea_3_A_c,,,,,5.738836,45.167137
446,"45.19378,5.72914",Nord-Est,Grenoble,2,Place de Berulle / Quai Stéphane Jay,,VER,verre,CE,enterré,3.0,Villiger,?,,,Régie,Métro,Sale,Villiger__3_E_,,,,,5.729139,45.19378
506,"45.17365,5.71218",Nord-Ouest,Grenoble,3,Rue Anatole France / Rue Capitaine Camine,,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria 4m3 Kinshofer V1886A,,Régie,Métro,Bon,Citec_Cyclea_3_A_c,,,,2018-11-08,5.712178,45.173652
364,"45.17037,5.74958",Nord-Est,Grenoble,5,10 Rue du Repos (Tennis couverts),,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Régie,Métro,Bon,Citec_Cyclea_3_A_c,,,,,5.749576,45.170373
957,"45.16546,5.72404",Sud,Grenoble,6,Rue Lorenzaccio / Rue de Stalingrad,,VER,verre,CE,enterré,3.0,-,,,,Régie,Métro,Bon,-__3_E_,,,,,5.724041,45.165456
1055,"45.13705,5.70165",Grand-Sud,Le Pont de Claix,,75 Cours Saint André (commerces) / Avenue Général Roux,,VER,verre,CA,aérien,3.0,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,,,,5.701649,45.137055
5374,"45.15318,5.68322",Nord-Ouest,Seyssins,,28 Avenue Louis Vicat (ilôt B1),Pré Nouvel,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Sale,,,2017-06,,,5.683221,45.153184
782,"45.16372,5.75143",Nord-Est,Saint Martin d'Hères,,Avenue Marcel Cachin / Rue du Vercors / Rue Beethoven,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,Usé,Citec_Cyclea_2.5_A_c,,,,,5.751428,45.163724
587,"45.10591,5.70405",Grand-Sud,Le Pont de Claix,,Rue de la Digue / Allée Marcel Paul / Centre de loisirs des industries électriques et gazières,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,Sale,Citec_Cyclea_2.5_A_c,,,,,5.704047,45.105911
566,"45.12509,5.6965",Grand-Sud,Le Pont de Claix,,Square de l'Ancien Lavoir / Rue du Trièves / Rue du Canal du Drac,,VER,verre,CA,aérien,2.5,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,,5.696496,45.125087
1162,"45.06829,5.7538",Grand-Sud,Notre Dame de Mésage,,Le Rif / 121-189 Montée Saint Sauveur,,VER,verre,CA,aérien,3.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,SNNECO_Eco-DI_3_A_k,,,,,5.753799,45.068295
1168,"45.03811,5.8096",Grand-Sud,Saint Barthélémy de Séchilienne,,Le Sapey (entrée hameau) / Accès par commune de Laffrey,,VER,verre,CA,aérien,3.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,SNNECO_Eco-DI_3_A_k,,,,,5.809596,45.03811
1167,"45.04462,5.82551",Grand-Sud,Saint Barthélémy de Séchilienne,,Village (pont) / Les Ruines,,VER,verre,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,SNNECO_Eco-Bois_4_A_k,,,,,5.825513,45.044622
1173,"45.039,5.70572",Grand-Sud,Saint Georges de Commiers,,Combe des Guiberts / La Souchère / 42 Avenue de la Résistance,,VER,verre,CE,enterré,0.0,Astech,,,,Prestataire,Lely,Bon,Astech__0_E_k,,,,,5.705719,45.039
1165,"45.06605,5.76054",Grand-Sud,Notre Dame de Mésage,,Tennis Club / 1160 Route de la Commanderie / Route D101,,VER,verre,CA,aérien,3.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,SNNECO_Eco-DI_3_A_k,,,,,5.760543,45.066053
5127,"45.19853,5.69263",Nord-Ouest,Fontaine,,Boulevard Joliot Curie / Rue de la Bastille,ZAC Bastille,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2011-01,,,5.692635,45.198525
5201,"45.19995,5.69404",Nord-Ouest,Fontaine,,Rue Aubert (vers chaufferie),ZAC Bastille,OMR,ordures ménagères résiduelles,CE,enterré,4.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2013-10,,,5.69404,45.199947
5199,"45.19969,5.69441",Nord-Ouest,Fontaine,,Rue Aubert (vers n° 20) / Résidences Galets et Bergeronnette,ZAC Bastille,OMR,ordures ménagères résiduelles,CE,enterré,4.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2013-10,,,5.694408,45.199686
5424,"45.2532,5.66236",Nord-Ouest,Fontanil Cornillon,,1 rue du Lanfrey,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Plastic Omnium,Minimax 4,,,Régie,Métro,Bon,,,2019-02-08,,,5.662363,45.253197
5083,"45.24905,5.66691",Nord-Ouest,Fontanil Cornillon,,1 Rue du Rafour,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2009,,,5.666914,45.249046
5204,"45.25049,5.6652",Nord-Ouest,Fontanil Cornillon,,11 rue Piardiere / Parking Lycée Professionnel Françoise Dolto,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2013,,,5.665199,45.250492
5079,"45.24616,5.67043",Nord-Ouest,Fontanil Cornillon,,12-26 Rue du Rocher,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2009,,,5.670432,45.246159
5208,"45.25452,5.66224",Nord-Ouest,Fontanil Cornillon,,23-25 rue de Palluel,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2013,,,5.662245,45.254525
5206,"45.25323,5.662",Nord-Ouest,Fontanil Cornillon,,2 rue du Lanfrey,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2013,,,5.661999,45.253229
5420,"45.25423,5.6623",Nord-Ouest,Fontanil Cornillon,,25-27 rue de Palluel,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Plastic Omnium,Minimax 4,,double tambour,Régie,Métro,Bon,,,2018-12-28,,,5.662295,45.254234
5155,"45.25119,5.65626",Nord-Ouest,Fontanil Cornillon,,6-8 Rue des Quatre Sétérées,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2012-01,,,5.656261,45.25119
5141,"45.24772,5.67204",Nord-Ouest,Fontanil Cornillon,,9 Rue du Cornillon,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.672042,45.247722
5142,"45.2477,5.67206",Nord-Ouest,Fontanil Cornillon,,9 Rue du Cornillon,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.672058,45.247705
5143,"45.24767,5.67209",Nord-Ouest,Fontanil Cornillon,,9 Rue du Cornillon,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2011-07,,,5.672087,45.247673
5144,"45.24765,5.6721",Nord-Ouest,Fontanil Cornillon,,9 Rue du Cornillon,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2011-07,,,5.672101,45.247654
5076,"45.25888,5.6637",Nord-Ouest,Fontanil Cornillon,,Allée de la Cerisaie / Cimetière,Fontanil,CS,collecte sélective,CE,enterré,5.0,Citec,,,,Régie,Métro,Bon,,,,,,5.6637,45.258884
381,"45.16694,5.73616",Nord-Est,Grenoble,5,9 Rue Florian / Avenue de La Bruyère,,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Régie,Métro,Bon,Citec_Cyclea_3_A_c,,,,,5.73616,45.166938
5072,"45.25515,5.66453",Nord-Ouest,Fontanil Cornillon,,Place de la Fontaine,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2008,,,5.664528,45.255149
5075,"45.25887,5.66367",Nord-Ouest,Fontanil Cornillon,,Allée de la Cerisaie / Cimetière,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Citec,,,double tambour,Régie,Métro,Bon,,2018-06,2008,,,5.663662,45.258863
5421,"45.25427,5.6623",Nord-Ouest,Fontanil Cornillon,,25-27 rue de Palluel,Fontanil,OMR,ordures ménagères résiduelles,CE,enterré,5.0,Plastic Omnium,Minimax 4,,double tambour,Régie,Métro,Bon,,,2018-12-28,,,5.662296,45.254266
