id,geo_point_2d,secteur,commune,antenne_mairie,adresse,perimetre_pave,type_dechet_code,type_dechet,type_conteneur_code,type_conteneur,volume_m3,marque,modele,modele_info_sup,type_avaloir,type_collecteur,nom_collecteur,etat,etat_info_sup,date_info_etat,date_instal_conteneur_sup,type_installation,date_renouvellement_materiel,x_longitude,y_latitude
997,"45.21446,5.78961",Nord-Est,Meylan,,25 Rue de Chenevière / Impasse du Tramier (dans logette),,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,2009-11-25,,,5.78961,45.214461
1035,"45.21677,5.79024",Nord-Est,Meylan,,Chemin de Maupertuis / Chemin de l'Hermitage,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,Usé,Citec_Cyclea_2.5_A_c,,15 mars 2010,,,5.790237,45.216768
1337,"45.21235,5.79234",Nord-Est,Meylan,,21/23 Allée des Frênes / Appart'City,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,,,,2019-11-18,Nouveau site de collecte,,5.7923441338412,45.212354333794
1006,"45.21719,5.80066",Nord-Est,Meylan,,Avenue des Quatre Chemins / Cimetière du Gamond (sur parking),,VER,verre,CA,aérien,4.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_4_A_c,,2009-11-25,,,5.800662,45.217192
992,"45.21127,5.78647",Nord-Est,Meylan,,Chemin de Bérivière (Place des Tuileaux côté logette),,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,2008,,,5.786472,45.211268
994,"45.21404,5.78583",Nord-Est,Meylan,,Chemin de Bérivière / Allée de la Roselière (à côté logette),,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,2009-11-25,,,5.78583,45.214035
995,"45.21278,5.7866",Nord-Est,Meylan,,Chemin de Bérivière / Rue Père Cohard (côté n°3),,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,2009-11-25,,,5.786602,45.212782
990,"45.20778,5.78501",Nord-Est,Meylan,,Chemin des Prèles / Chemin des Sétérées du Dessous (dans logette à côté hôtel Kyriad),,VER,verre,CA,aérien,1.5,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_1.5_A_c,,2009-11-25,,,5.785008,45.207776
1331,"45.20889,5.78458",Nord-Est,Meylan,,10 Chemin des Prêles,,VER,verre,CA,aérien,3.0,Citec,Cyclea,"Citec 3m3 Crochet, puce E7390482000028BE; gps ",,Prestataire,Lely,,,,2019-09-06,Nouveau site de collecte,,5.7845776628906,45.208887777055
1332,"45.21063,5.78903",Nord-Est,Meylan,,6 Chemin des Prés,,VER,verre,CA,aérien,3.0,Citec,Cyclea,"Citec 3m3 Crochet, puce ED300482000028C5, gps",,Prestataire,Lely,,,,2019-09-06,Nouveau site de collecte,,5.7890285934098,45.210633274279
991,"45.21059,5.78324",Nord-Est,Meylan,,Impasse des Verdiers,,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,2008,,,5.783237,45.210591
3177,"45.14997,5.72607",Sud,Echirolles,,7 Rue des Tropiques / Sud Galaxie,,EMB,emballages,CA,aérien,4.0,Biloba,Ecobois Neo,,,Régie,Métro,,,,2019-11-21,Nouveau site de collecte,,5.7260687948658,45.149974394955
2039,"45.07338,5.73098",Grand-Sud,Champ sur Drac,,Chemin du Boutey (face au n° 46),,CS,collecte sélective,CE,enterré,5.0,Sulo,?,"Bac Sulo 5m3 Kinshofer, puce DFC1078200000064",,Prestataire,Lely,Bon,,,,,2019-10-18,5.729899,45.073842
1290,"45.20171,5.83371",Nord-Est,Domène,,12-14 Avenue de la Gare / Rue des Alpes,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,UTPM 3m3 Crochet,,Prestataire,Lely,Bon,Quadria_Linéance_3_A_c,,2018-05-29,Nouveau site de collecte,2018-06-22,5.833707,45.20171
773,"45.17247,5.75653",Nord-Est,Saint Martin d'Hères,,Avenue Potié / Rue Edmond Rostand (Parking devant Crèche Jeanne Labourbe) / Quartier Renaudie,,VER,verre,CA,aérien,3.0,Quadria,Linéance,,,Prestataire,Lely,Bon,Quadria_Lineance_3_A_c,,,,2017-12-14,5.756534,45.172471
1341,"45.14722,5.75897",Sud,Eybens,,38 Avenue de la République / Allée des Pervenches,,VER,verre,CA,aérien,3.0,Quadria,Linéance,,,Prestataire,Lely,,,,2019-11-28,Nouveau site de collecte,,5.7589681711959,45.147222539238
3174,"45.14891,5.72578",Sud,Echirolles,,2 Rue des Méridiens / Sud Galaxie,,EMB,emballages,CA,aérien,4.0,Biloba,Ecobois Neo,,,Régie,Métro,,,,2019-11-21,Nouveau site de collecte,,5.7257783971095,45.148907043067
806,"45.18009,5.75945",Nord-Est,Saint Martin d'Hères,,Place Karl Marx / Rue Jules Verne / Bibliothèque Paul Langevin,,VER,verre,CA,aérien,3.0,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,2017-12-14,5.759454,45.180085
1215,"45.06909,5.76614",Grand-Sud,Vizille,,Parking Lycée / Gendarmerie / Avenue Pasteur,,VER,verre,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,SNNECO_Eco-Bois_4_A_k,,,,,5.766142,45.069091
1203,"45.08796,5.77513",Grand-Sud,Vizille,,Collège Les Mattons (Gymnase) / Rue derrière gymnase,,VER,verre,CA,aérien,3.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,SNNECO_Eco-DI_3_A_k,,,,,5.775133,45.087955
758,"45.16032,5.75662",Nord-Est,Saint Martin d'Hères,,Avenue Marcel Cachin / Rue Lénine,,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,,,,,2017-12-14,5.756624,45.160318
1029,"45.17719,5.79238",Nord-Est,Venon,,Route départementale / Le Pied de Venon (plateforme de tri),,VER,verre,CA,aérien,4.0,Biloba,Ecobois Neo,,,Prestataire,Lely,Bon,SNNECO_EcoBois/EcoDI_4_A_c,,,,2019-03-07,5.792377,45.177195
230,"45.17883,5.78041",Nord-Est,Gières,,Rue Docteur Valois (RD 269) / Rue de la Roseraie,,VER,verre,CA,aérien,3.0,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,2017-12-12,5.780406,45.178825
41,"45.20675,5.84702",Nord-Est,Domène,,1 Rue des Contamines / Parking Relais / Dépôt DDE,,VER,verre,CA,aérien,4.0,Citec,Islea,Citec 4m3 Isléa crochet,,Prestataire,Lely,Bon,Citec_Islea_4_A_c,,,,2018-02-09,5.847022,45.206754
769,"45.16727,5.76298",Nord-Est,Saint Martin d'Hères,,5 Avenue Romain Rolland / MJC,,VER,verre,CA,aérien,3.0,Quadria,Linéance,Quadria 3m3 crochet V1851A,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,,,2018-05-03,5.76298,45.167267
771,"45.16927,5.75952",Nord-Est,Saint Martin d'Hères,,5 Rue Garcia Lorca / Marché Chamberton (vers toilettes),,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria 4m3 Crochet V2014A + Cliiink,,Prestataire,Lely,Bon,UTPM_Ecobox_3_A_c,,,,2019-01-25,5.759521,45.169274
772,"45.17205,5.75799",Nord-Est,Saint Martin d'Hères,,Rue Henri Wallon / Avenue Potié / Parking terminus tram Etienne Grappe,,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria 4m3 Crochet V2016A + Cliiink,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,,,2019-01-25,5.757991,45.172054
6,"45.11305,5.67186",Grand-Sud,Claix,,17 Chemin de Risset / Déchèterie,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,,,Prestataire,Lely,Usé,UTPM_Ecobox_3_A_c,,,,???,5.671862,45.113054
1081,"45.18605,5.77165",Nord-Est,Saint Martin d'Hères,,5 Rue du Tour de l'Eau / Résidence Matisse / Rue Joseph Fourier / Entrée CSTB,,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria 4m3 Crochet V2022A + Cliiink,,Prestataire,Lely,Bon,UTPM_Ecobox_3_A_c,,2013 (mai),,2019-01-25,5.771647,45.186051
1326,"45.21275,5.76829",Nord-Est,Meylan,,Chemin des Sayettes (face au n° 40),,VER,verre,CA,aérien,3.0,Quadria,Linéance,"Quadria Linéance 3m3 crochet V2055A, puce",,Prestataire,Lely,,,,2019-06-05,Nouveau site de collecte,,5.7682902948778,45.212749138459
1132,"45.08434,5.73486",Grand-Sud,Champ sur Drac,,Parking PL (poids lourds) / Avenue Jean Navarre / Rue Henri Barbusse,,VER,verre,CA,aérien,3.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,SNNECO_Eco-DI_3_A_k,,,,,5.734863,45.084337
1139,"45.08002,5.73582",Grand-Sud,Champ sur Drac,,Pavillon (parking derrière la Poste) / Rue de Verdun,,VER,verre,CE,enterré,0.0,Citec,,,,Prestataire,Lely,Bon,Citec__0_E_k,,,,,5.735819,45.080016
1237,"45.18721,5.77525",Nord-Est,Saint Martin d'Hères,,19 rue du Tour de l'Eau / Résidence étudiante Le Bissy,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,Citec 3m3 Crochet + Cliiink,,Prestataire,Lely,Bon,UTPM_Ecobox_3_A_c,,2015-11-25,,2019-01-25,5.775246,45.187213
819,"45.19398,5.75655",Nord-Est,Saint Martin d'Hères,,Rue des Taillées / Rue Antoine Polotti (No Name Café),,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria Linéance 4m3 Crochet V2024A + Cliiink,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,Citec_Cyclea_4_A_c,,2019-05-06,5.756555,45.193978
897,"45.17646,5.6868",Nord-Ouest,Seyssinet Pariset,,Avenue du Vercors / Rue de la Résistance / Résidence Belvedère,,VER,verre,CA,aérien,3.0,Quadria,Linéance,Quadria 3m3 crochet N°V1823A,,Prestataire,Lely,Bon,Citec_Cyclea_4_A_c,,,,2018-02-09,5.686799,45.176462
713,"45.15871,5.75697",Sud,Poisat,,Esplanande du 8 mai 1945 / 9-11 Rue Claude Debussy / Rue Hector Berlioz,,VER,verre,CA,aérien,3.0,Quadria,Linéance,Quadria 3m3 crochet,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,,,2017-10-23,5.756971,45.158711
872,"45.18008,5.68756",Nord-Ouest,Seyssinet Pariset,,Avenue du Vercors / Rue du Moucherotte,,VER,verre,CA,aérien,3.0,Quadria,Linéance,Quadria 3m3 crochet N°V1820A,,Prestataire,Lely,Bon,EcoVert_Inconnu_2.5_A_c,,,,2018-02-09,5.687564,45.180083
47,"45.1571,5.72886",Sud,Echirolles,,Rue Jean Vilar / Rue d'Alsace / Face Hôtel,,VER,verre,CA,aérien,3.0,Quadria,Linéance,Quadria 3m3 crochet V1869A,,Prestataire,Lely,Bon,UTPM_Ecobox_3_A_c,,,,2018-10-30,5.728857,45.157103
113,"45.14359,5.69872",Sud,Echirolles,,13 Rue de Vassieux / 40 Rue des Grottes de la Luire,,VER,verre,CE,enterré,4.0,Citec,,Citec 4m3 Kinshofer,,Prestataire,Lely,Bon,Citec__4_E_k,,,,2018-09-24,5.698717,45.143588
151,"45.16608,5.74288",Sud,Eybens,,10 Rue Galilée,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,UTPM 3m3 Crochet,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,2017-12-13 /// 2019-01-15,5.742882,45.166076
871,"45.17094,5.69452",Nord-Ouest,Seyssinet Pariset,,Av de Grenoble / Av Victor Hugo,,VER,verre,CA,aérien,3.0,Quadria,Linéance,Quadria 3m3 crochet V1772A,,Prestataire,Lely,Bon,EcoVert__2.5_A_c,,,,2018-07-04,5.694518,45.170943
14,"45.13293,5.66689",Grand-Sud,Claix,,2 Chemin de l'Abbé / Groupe scolaire de Malhivert,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,matériel neuf : non,,Prestataire,Lely,Sale,UTPM_Ecobox_3_A_c,,,,2018-09-12,5.666895,45.132934
13,"45.1189,5.67066",Grand-Sud,Claix,,Place du Champ de Foire,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,,,Prestataire,Lely,Sale,UTPM_Ecobox_3_A_c,,,,,5.670659,45.118902
3071,"45.04465,5.8255",Grand-Sud,Saint Barthélémy de Séchilienne,,Village (pont) / Les Ruines,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.825504,45.044646
1071,"45.12565,5.68102",Grand-Sud,Claix,,Rue de la Balme / Allée du Gros Chêne / dans logette à côté transfo,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,,,Prestataire,Lely,Sale,UTPM_Ecobox_3_A_c,,2012 (mai),,,5.681017,45.12565
59,"45.1543,5.71237",Sud,Echirolles,,Avenue Victor Hugo / Rue Fernand Pelloutier,,VER,verre,CA,aérien,3.0,EcoVert,Inconnu,Citec 4m3,,Prestataire,Lely,Sale,EcoVert_Inconnu_3_A_c,,,,2018-02-09,5.712372,45.154295
79,"45.13957,5.72121",Sud,Echirolles,,Halle Vieux Village / Place Baille Barelle / Avenue de la République / Parc Robert Buisson (Frange Verte),,VER,verre,CA,aérien,2.5,Quadria,Linéance,Quadria 4m3 crochet V1840A,,Prestataire,Lely,Sale,EcoVert_Inconnu_2.5_A_c,,,,2018-03-16,5.721206,45.139573
160,"45.15556,5.75747",Sud,Eybens,,Rue des Rosiers / Avenu de Champ Fila,,VER,verre,CA,aérien,2.5,Citec,Cyclea,Citec 2m3 crochet,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,2018-01-30,5.757473,45.155564
179,"45.19336,5.67935",Nord-Ouest,Fontaine,,Rue Eugène Charbonnier / Rue du Moucherotte / Ecole maternelle Maurice Audin,,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria 4m3 crochet V1932A,,Prestataire,Lely,Bon,UTPM_PV400_4_A_c,,,,2018-11-07,5.679351,45.193356
926,"45.08464,5.68162",Grand-Sud,Varces Allières et Risset,,7 Avenue de Provence / Déchèterie,,VER,verre,CA,aérien,3.0,UTPM,Ecobox,,,Prestataire,Lely,Sale,UTPM_Ecobox_3_A_c,,,,,5.681621,45.084639
182,"45.1948,5.69288",Nord-Ouest,Fontaine,,3-7 Mail Marcel Cachin,,VER,verre,CA,aérien,3.0,Quadria,Linéance,Quadria 3m3 crochet V1820A,,Prestataire,Lely,Bon,UTPM_PV400_4_A_c,,,,2018-11-07,5.692885,45.194797
1169,"45.04996,5.70771",Grand-Sud,Saint Georges de Commiers,,Les Isles / 870-1230 Rues des Isles,,VER,verre,CE,enterré,0.0,Astech,,,,Prestataire,Lely,Bon,Astech__0_E_k,,,,2016-03,5.707711,45.049961
180,"45.1954,5.6877",Nord-Ouest,Fontaine,,38 Mail Marcel Cachin / Ensemble sportif / Maison du Temps Libre,,VER,verre,CA,aérien,3.0,Quadria,Linéance,Quadria 3m3 crochet V1874A,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,2018-11-07,5.687696,45.195404
2079,"45.05334,5.76046",Grand-Sud,Saint Pierre de Mésage,,Les Peyrauds / Rue de l'Oratoire / Montée de la Rhine,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.760469,45.053333
2083,"45.05454,5.82718",Grand-Sud,Séchilienne,,Le Grand Serre (lotissement),,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.827189,45.054516
2082,"45.05478,5.79423",Grand-Sud,Séchilienne,,Les Rivoirans,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.794243,45.054781
1064,"45.11222,5.68162",Grand-Sud,Claix,,16 Rue de l'Industrie / Commerce produits fermiers / ZI des Bauches,,VER,verre,CA,aérien,4.0,SNNECO,Eco-DI/Eco-Bois,,,Prestataire,Lely,Bon,SNNECO_Ecobois/EcoDI_4_A_c,,2012 (janvier),,,5.681624,45.112223
2089,"45.10087,5.80191",Grand-Sud,Vaulnaveys le Bas,,Camping L'Imprévu (parking accueil) / 62 Chemin des Molières,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.801913,45.100867
2090,"45.09385,5.79402",Grand-Sud,Vaulnaveys le Bas,,Le Plâtre / IDF / 49 Chemin des Cottes,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.794037,45.093862
1342,"45.1454,5.76133",Sud,Eybens,,71 Rue des Pellets,,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,,,,2019-11-28,Nouveau site de collecte,,5.7613285455901,45.145403405892
3119,"45.0713,5.76453",Grand-Sud,Vizille,,ZA Messidor / Carrefour Market / 172 Rue Messidor,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.764529,45.071299
1277,"45.01781,5.64329",Grand-Sud,Le Gua,,17-19 Rue de la Blacharde,,VER,verre,CA,aérien,0.0,-,,,,Prestataire,Lely,Bon,__0_A_,,2018-03,Colonne installée en novembre 2017 mais intégrée dans la BDD en mars 2018 (comptabilisée dans reporting 2018),,5.64329,45.01781
552,"45.02493,5.64601",Grand-Sud,Le Gua,,Les Saillants / Avenue du Vercors (vers n° 21 - Café des Voyageurs - face tabac-presse) / Place du Centre,,VER,verre,CA,aérien,4.2,Citec,Cyclea Max,,,Prestataire,Lely,Bon,Citec_Cyclea Max_4.2_A_c,,,,,5.646008,45.024933
588,"45.14043,5.70333",Grand-Sud,Le Pont de Claix,,104 Cours Saint André (limite Echirolles) / Restaurant Courtepaille,,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Sale,Citec_Cyclea_3_A_c,,,,,5.703332,45.140434
581,"45.13029,5.69725",Grand-Sud,Le Pont de Claix,,2-4 Avenue des Iles de Mars / entrée collège,,VER,verre,CA,aérien,2.5,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,,5.697247,45.13029
564,"45.12675,5.69864",Grand-Sud,Le Pont de Claix,,26-30 Cours Saint André / Rue Marcelline,,VER,verre,CA,aérien,2.5,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,,5.698641,45.126752
568,"45.1238,5.69701",Grand-Sud,Le Pont de Claix,,3 Rue Franz Schubert,,VER,verre,CA,aérien,4.0,Quadria,Linéance,,,Prestataire,Lely,Sale,Citec_Cyclea_4_A_c,,,,,5.697012,45.123802
563,"45.12839,5.69886",Grand-Sud,Le Pont de Claix,,45 Cours Saint André / Résidence Joliot Curie / proximité CCAS,,VER,verre,CA,aérien,2.5,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,,5.698863,45.128391
560,"45.13097,5.70007",Grand-Sud,Le Pont de Claix,,60 Cours Saint André,,VER,verre,CA,aérien,2.5,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,,5.700073,45.130966
554,"45.13444,5.70124",Grand-Sud,Le Pont de Claix,,70 Cours Saint André / Supermarché Dia,,VER,verre,CA,aérien,4.0,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,2019-01-21,5.701245,45.134443
555,"45.13565,5.70121",Grand-Sud,Le Pont de Claix,,71-73 Cours Saint André (Résidence Saint André),,VER,verre,CA,aérien,4.0,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_4_A_c,,,,2019-01-21,5.701209,45.135655
1021,"45.22426,5.78916",Nord-Est,Meylan,,12-16 Chemin de Jaillères / terrains de tennis,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,2009 août 12,,,5.789162,45.224258
558,"45.13218,5.69747",Grand-Sud,Le Pont de Claix,,7-9 Rue Stendhal,,VER,verre,CA,aérien,3.0,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,2019-01-21,5.697468,45.132183
585,"45.13566,5.69993",Grand-Sud,Le Pont de Claix,,AFPA - CFPA / 38 Avenue Victor Hugo / Bâtiment 13 (à l'intérieur du domaine),,VER,verre,CA,aérien,3.0,Citec,Cyclea,Citec Cycléa 3m3 crochet,,Prestataire,Lely,Bon,Inconnue_Inconnu_3_A_c,,,,2018-10-19,5.699933,45.135659
556,"45.13421,5.69938",Grand-Sud,Le Pont de Claix,,Allée Albert Camus (vers n° 9) / Olympiades,,VER,verre,CA,aérien,4.0,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,2019-01-21,5.699378,45.13421
1054,"45.13211,5.69258",Grand-Sud,Le Pont de Claix,,Complexe sportif Louis Maisonnat / Rue Louis Maisonnat / Rue Aristide Bergès / ZI des Iles,,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,,,,5.692581,45.132114
574,"45.12027,5.70157",Grand-Sud,Le Pont de Claix,,Déchèterie / 43 Avenue du Maquis de l'Oisans / Eglise,,VER,verre,CA,aérien,3.0,SNNECO,Eco-Bois,"Citec_Cyclea Max_c_4,2_A_till_????-??-??",,Prestataire,Lely,Sale,Citec_Cyclea Max_4.2_A_c,,,,,5.70157,45.120269
571,"45.12309,5.69899",Grand-Sud,Le Pont de Claix,,Place Salvador Allende / Parking,,VER,verre,CA,aérien,2.5,Quadria,Linéance,,,Prestataire,Lely,Sale,Citec_Cyclea_2.5_A_c,,,,,5.698992,45.123092
924,"45.10657,5.6727",Grand-Sud,Varces Allières et Risset,,3 Rue de la Pissarde / Le Risset / Cimetière / Chapelle,,VER,verre,CA,aérien,4.0,Citec,Cyclea,,,Prestataire,Lely,Sale,Citec_Cyclea_4_A_c,,,,2014-07-03,5.672696,45.106565
569,"45.12327,5.69628",Grand-Sud,Le Pont de Claix,,Rue Benoît Jay / Ecole Jules Verne (parking devant école),,VER,verre,CA,aérien,2.5,Quadria,Linéance,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,,5.696284,45.123266
1133,"45.08475,5.72949",Grand-Sud,Champ sur Drac,,La Chêneraie (parking) / Allée de la Chêneraie,,VER,verre,CA,aérien,4.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,SNNECO_Eco-Bois_4_A_k,,,,,5.729489,45.084753
1300,"44.98401,5.62414",Grand-Sud,Miribel Lanchâtre,,Chemin de Miribel - Queue Longue,,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria n°V1835A 4m3 crochet,,Prestataire,Lely,Bon,Quadria_Linéance_4_A_c,,2018-09-18,Nouveau site de collecte,2018-12-13,5.624139,44.984015
1170,"45.04555,5.70801",Grand-Sud,Saint Georges de Commiers,,EHPAD / Lotissement Balcons des Condamines / Rue des Tillerets / Impasse de la Frênaie,,VER,verre,CE,enterré,0.0,Astech,,,,Prestataire,Lely,Bon,Astech__0_E_k,,,,,5.708009,45.045545
1172,"45.03958,5.70123",Grand-Sud,Saint Georges de Commiers,,Mairie / Stade / Gymnase des Combettes / 1 Rue de la Mairie,,VER,verre,CE,enterré,0.0,Citec,,,,Prestataire,Lely,Bon,Citec__0_E_k,,,,,5.701234,45.039578
917,"45.08711,5.68563",Grand-Sud,Varces Allières et Risset,,28 Rue Léo Lagrange / Pompiers,,VER,verre,CA,aérien,3.0,EcoVert,Inconnu,,,Prestataire,Lely,Bon,EcoVert_Inconnu_3_A_c,,,,,5.685625,45.087109
1171,"45.04349,5.70117",Grand-Sud,Saint Georges de Commiers,,Parking ancienne poste / 455 Montée de la Peyrela,,VER,verre,CE,enterré,0.0,Citec,,,,Prestataire,Lely,Bon,Citec__0_E_k,,,,,5.70117,45.043488
529,"45.20459,5.74745",Nord-Est,La Tronche,,Rue du Pont Bottu (côté borne incendie),,VER,verre,CA,aérien,3.0,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_3_A_c,,,,,5.747449,45.204585
212,"45.24548,5.65771",Nord-Ouest,Fontanil Cornillon,,8 Avenue de la Louisiane / Hotel Kyriad (parking intérieur derrière hôtel - côté cuisines) / Zone Industrielle,,VER,verre,CA,aérien,2.5,Citec,Cyclea,,,Prestataire,Lely,Bon,Citec_Cyclea_2.5_A_c,,,,,5.657712,45.245483
3109,"45.0828,5.77701",Grand-Sud,Vizille,,Cimetière / Chemin du Cimetière,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.777008,45.082802
2105,"45.08278,5.777",Grand-Sud,Vizille,,Cimetière / Chemin du Cimetière,,PAP,papier,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.777001,45.082747
2102,"45.08581,5.77616",Grand-Sud,Vizille,,Collège Les Mattons (Cuisines cantine) / 396 Avenue de Vénaria,,PAP,papier,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.776189,45.085818
3105,"45.0879,5.7751",Grand-Sud,Vizille,,Collège Les Mattons (Gymnase) / Rue derrière gymnase,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Bon,,,,,,5.775096,45.087903
2101,"45.08792,5.77512",Grand-Sud,Vizille,,Collège Les Mattons (Gymnase) / Rue derrière gymnase,,PAP,papier,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.775133,45.087955
715,"45.15807,5.75993",Sud,Poisat,,9 Avenue Pierre Mendès France / Centre socio-culturel,,VER,verre,CA,aérien,4.0,Quadria,Linéance,Quadria 4m3 crochet,,Prestataire,Lely,Bon,Citec_Cyclea_4_A_c,,,,2017-12-13,5.75993,45.158073
3118,"45.07363,5.77284",Grand-Sud,Vizille,,Ecole du Château (parking devant école) / Rue Emile Cros,,EMB,emballages,CA,aérien,4.0,SNNECO,Eco-DI,,,Prestataire,Lely,Sale,,,,,,5.77284,45.073634
2123,"45.05531,5.77763",Grand-Sud,Vizille,,Ecole Paul Langevin (Péage de Vizille) / 441 Rue Paul Langevin,,PAP,papier,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Sale,,,,,,5.777642,45.055298
3108,"45.0822,5.77378",Grand-Sud,Vizille,,EHPAD / 218 Chemin des Mattons,,EMB,emballages,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.77378,45.082198
2104,"45.0822,5.77381",Grand-Sud,Vizille,,EHPAD / 218 Chemin des Mattons,,PAP,papier,CA,aérien,5.0,SNNECO,Eco-Bois,,,Prestataire,Lely,Bon,,,,,,5.773835,45.082203
551,"45.02047,5.6494",Grand-Sud,Le Gua,,Les Saillants / Boulodrome / Tennis / Ecole élémentaire le Bruyant,,VER,verre,CA,aérien,4.0,SNNECO,Eco-Bois,SNN Eco 4m3 à crochet,,Prestataire,Lely,Bon,SNNEco_Eco-Bois_4_A_c,,,,2017-05-18,5.649402,45.020467
923,"45.10483,5.68267",Grand-Sud,Varces Allières et Risset,,39 Route du Pavillon,,VER,verre,CA,aérien,3.0,Citec,Islea,Citec 3m3 Isléa,,Prestataire,Lely,Bon,Citec_Islea_3_A_c,,,,2017-05-18,5.682667,45.104829
